Token,Uid,Link
RepMikeRogersAL,33977070,https://twitter.com/RepMikeRogersAL
DebbieLesko,34715823,https://twitter.com/DebbieLesko
RepMaxineWaters,36686040,https://twitter.com/RepMaxineWaters
MarioDB,37094727,https://twitter.com/MarioDB
RobinLynneKelly,38285038,https://twitter.com/RobinLynneKelly
USRepMikeDoyle,39249305,https://twitter.com/USRepMikeDoyle
deanbphillips,39894447,https://twitter.com/deanbphillips
RepSmucker,41417564,https://twitter.com/RepSmucker
jackiewalorski,14562874,https://twitter.com/jackiewalorski
chelliepingree,14984637,https://twitter.com/chelliepingree
RobWittman,15356407,https://twitter.com/RobWittman
kevinomccarthy,15428227,https://twitter.com/kevinomccarthy
michaelcburgess,15751083,https://twitter.com/michaelcburgess
tommcclintock,15773898,https://twitter.com/tommcclintock
leezeldin,15874918,https://twitter.com/leezeldin
PeteOlson,12726012,https://twitter.com/PeteOlson
RepTimRyan,13491312,https://twitter.com/RepTimRyan
boblatta,15394954,https://twitter.com/boblatta
RepShimkus,15600527,https://twitter.com/RepShimkus
SpeakerPelosi,15764644,https://twitter.com/SpeakerPelosi
repblumenauer,15954997,https://twitter.com/repblumenauer
virginiafoxx,16256269,https://twitter.com/virginiafoxx
cathymcmorris,17976923,https://twitter.com/cathymcmorris
Jim_Jordan,18166778,https://twitter.com/Jim_Jordan
RepSires,18696134,https://twitter.com/RepSires
JohnGaramendi,18907463,https://twitter.com/JohnGaramendi
CongressmanGT,18967498,https://twitter.com/CongressmanGT
GOPLeader,19739126,https://twitter.com/GOPLeader
RepKevinBrady,19926675,https://twitter.com/RepKevinBrady
RepPerlmutter,20552026,https://twitter.com/RepPerlmutter
DavidSchweikert,21509894,https://twitter.com/DavidSchweikert
LeaderHoyer,22012091,https://twitter.com/LeaderHoyer
KenCalvert,22545491,https://twitter.com/KenCalvert
RepGregoryMeeks,22812754,https://twitter.com/RepGregoryMeeks
KatherineClark,23201727,https://twitter.com/KatherineClark
RepHankJohnson,24745957,https://twitter.com/RepHankJohnson
RepSpeier,24913074,https://twitter.com/RepSpeier
RepGusBilirakis,26051676,https://twitter.com/RepGusBilirakis
TulsiGabbard,26637348,https://twitter.com/TulsiGabbard
HarleyRouda,27789237,https://twitter.com/HarleyRouda
RepRaulGrijalva,28602948,https://twitter.com/RepRaulGrijalva
RepAdamSchiff,29501253,https://twitter.com/RepAdamSchiff
jahimes,31611298,https://twitter.com/jahimes
repgregwalden,32010840,https://twitter.com/repgregwalden
JohnLarsonCT,155585373,https://twitter.com/JohnLarsonCT
RepDavidEPrice,155669457,https://twitter.com/RepDavidEPrice
gracenapolitano,161411080,https://twitter.com/gracenapolitano
BobbyScott,161791703,https://twitter.com/BobbyScott
repcleaver,163570705,https://twitter.com/repcleaver
RepEBJ,168502762,https://twitter.com/RepEBJ
Matsui4Congress,169331127,https://twitter.com/Matsui4Congress
jerrymcnerney,176512266,https://twitter.com/jerrymcnerney
JoeCourtneyCT,183351637,https://twitter.com/JoeCourtneyCT
Foster4Congress,188403766,https://twitter.com/Foster4Congress
RepJudyChu,193732179,https://twitter.com/RepJudyChu
KingforCongress,194729373,https://twitter.com/KingforCongress
RepCuellar,210926192,https://twitter.com/RepCuellar
RepBillJohnson,211530910,https://twitter.com/RepBillJohnson
RepKinzinger,219429281,https://twitter.com/RepKinzinger
RepMarthaRoby,224294785,https://twitter.com/RepMarthaRoby
JoaquinCastrotx,231510077,https://twitter.com/JoaquinCastrotx
RepRickCrawford,233693291,https://twitter.com/RepRickCrawford
RepHuizenga,233949261,https://twitter.com/RepHuizenga
RepMGriffith,234057152,https://twitter.com/RepMGriffith
AustinScottGA08,234797704,https://twitter.com/AustinScottGA08
RepBobGibbs,234822928,https://twitter.com/RepBobGibbs
DesJarlaisTN04,235312723,https://twitter.com/DesJarlaisTN04
RepBillFlores,237312687,https://twitter.com/RepBillFlores
RepHartzler,237763317,https://twitter.com/RepHartzler
RepKarenBass,239949176,https://twitter.com/RepKarenBass
RepGosar,240760644,https://twitter.com/RepGosar
RepMcGovern,242426145,https://twitter.com/RepMcGovern
RepTipton,242873057,https://twitter.com/RepTipton
RepJimCosta,245451804,https://twitter.com/RepJimCosta
RepAnnaEshoo,249348006,https://twitter.com/RepAnnaEshoo
RepPeterDeFazio,252249233,https://twitter.com/RepPeterDeFazio
RepJoeWilson,254082173,https://twitter.com/RepJoeWilson
JohnSarbanes,259364314,https://twitter.com/JohnSarbanes
RepRichmond,267854863,https://twitter.com/RepRichmond
Ann_Kirkpatrick,272004287,https://twitter.com/Ann_Kirkpatrick
RepWebster,281540744,https://twitter.com/RepWebster
ScottPetersSD,292594517,https://twitter.com/ScottPetersSD
ConawayTX11,295685416,https://twitter.com/ConawayTX11
RepAdrianSmith,296245061,https://twitter.com/RepAdrianSmith
Nanette4CA,303633791,https://twitter.com/Nanette4CA
Call_Me_Dutch,305620929,https://twitter.com/Call_Me_Dutch
RepLindaSanchez,312134473,https://twitter.com/RepLindaSanchez
JaredHuffman,334894942,https://twitter.com/JaredHuffman
SusanBrooksIN,344201516,https://twitter.com/SusanBrooksIN
MacTXPress,377534571,https://twitter.com/MacTXPress
RepTerriSewell,381152398,https://twitter.com/RepTerriSewell
rickallen,385111151,https://twitter.com/rickallen
RepHorsford,389840566,https://twitter.com/RepHorsford
RepRickLarsen,404132211,https://twitter.com/RepRickLarsen
BLeeForCongress,414436134,https://twitter.com/BLeeForCongress
RepSusanDavis,432771620,https://twitter.com/RepSusanDavis
joekennedy,461720085,https://twitter.com/joekennedy
RepJeffries,467823431,https://twitter.com/RepJeffries
Eshoo4Congress,482713734,https://twitter.com/Eshoo4Congress
daveloebsack,510516465,https://twitter.com/daveloebsack
JackieSpeier,521731529,https://twitter.com/JackieSpeier
RepHalRogers,550401754,https://twitter.com/RepHalRogers
RepDean,567508925,https://twitter.com/RepDean
RepDLamborn,584012853,https://twitter.com/RepDLamborn
garretgraves,587100576,https://twitter.com/garretgraves
RossSpano,605615715,https://twitter.com/RossSpano
RoKhanna,771152516,https://twitter.com/RoKhanna
RepCummings,787373558,https://twitter.com/RepCummings
michaelgwaltz,833673914,https://twitter.com/michaelgwaltz
RepRichHudson,935033864,https://twitter.com/RepRichHudson
RepSwalwell,942156122,https://twitter.com/RepSwalwell
DeGette5280,952540201,https://twitter.com/DeGette5280
RepDaveJoyce,976969338,https://twitter.com/RepDaveJoyce
RepDelBene,995193054,https://twitter.com/RepDelBene
RepDanKildee,1045110018,https://twitter.com/RepDanKildee
RepAnnWagner,1051446626,https://twitter.com/RepAnnWagner
RepJoeKennedy,1055907624,https://twitter.com/RepJoeKennedy
RepHolding,1058460818,https://twitter.com/RepHolding
RepDerekKilmer,1058917562,https://twitter.com/RepDerekKilmer
RepDougCollins,1060487274,https://twitter.com/RepDougCollins
RepWalorski,1065995022,https://twitter.com/RepWalorski
RepHuffman,1071102246,https://twitter.com/RepHuffman
RepTedYoho,1071900114,https://twitter.com/RepTedYoho
RepSeanMaloney,1072467470,https://twitter.com/RepSeanMaloney
RepPaulCook,1074412920,https://twitter.com/RepPaulCook
RepRWilliams,1077446982,https://twitter.com/RepRWilliams
RepFilemonVela,1083448909,https://twitter.com/RepFilemonVela
RepDWStweets,1140648348,https://twitter.com/RepDWStweets
repmarkpocan,1206227149,https://twitter.com/repmarkpocan
RepCardenas,1222257180,https://twitter.com/RepCardenas
RepBrownley,1243902714,https://twitter.com/RepBrownley
RepChrisSmith,1289319271,https://twitter.com/RepChrisSmith
RepRobinKelly,1339931490,https://twitter.com/RepRobinKelly
AnthonyBrownMD4,1378000346,https://twitter.com/AnthonyBrownMD4
RepBeatty,1531521632,https://twitter.com/RepBeatty
WestermanAR,1592481150,https://twitter.com/WestermanAR
JimHagedornMN,1729773254,https://twitter.com/JimHagedornMN
RepBlaine,1849261916,https://twitter.com/RepBlaine
USRepKCastor,1880674038,https://twitter.com/USRepKCastor
JamesComer,838462994,https://twitter.com/JamesComer
MarkMeadows,963480595,https://twitter.com/MarkMeadows
ReElectCummings,1961794370,https://twitter.com/ReElectCummings
BostForCongress,2282437802,https://twitter.com/BostForCongress
Palmer4Alabama,2296943622,https://twitter.com/Palmer4Alabama
Norma4Congress,2409478435,https://twitter.com/Norma4Congress
DocAbraham,2543008999,https://twitter.com/DocAbraham
DonYoungAK,2559398984,https://twitter.com/DonYoungAK
RepRatcliffe,2847221717,https://twitter.com/RepRatcliffe
RepWesterman,2852998461,https://twitter.com/RepWesterman
RepKenBuck,2862577383,https://twitter.com/RepKenBuck
RepLoudermilk,2914163523,https://twitter.com/RepLoudermilk
RepBrianBabin,2929491549,https://twitter.com/RepBrianBabin
RepGarretGraves,2951574214,https://twitter.com/RepGarretGraves
RepStefanik,2962813893,https://twitter.com/RepStefanik
HurdOnTheHill,2963445730,https://twitter.com/HurdOnTheHill
RepAlexMooney,2964526557,https://twitter.com/RepAlexMooney
RepMarkWalker,2966205003,https://twitter.com/RepMarkWalker
RepJohnKatko,2966765501,https://twitter.com/RepJohnKatko
RepDebDingell,2970279814,https://twitter.com/RepDebDingell
RepBuddyCarter,2973870195,https://twitter.com/RepBuddyCarter
RepGrothman,2976606250,https://twitter.com/RepGrothman
DonaldNorcross,3122099613,https://twitter.com/DonaldNorcross
carbajalsalud,3237898542,https://twitter.com/carbajalsalud
val_demings,3404875323,https://twitter.com/val_demings
RepLaHood,3686482216,https://twitter.com/RepLaHood
JimmyPanetta,4228409359,https://twitter.com/JimmyPanetta
JohnMShimkus,4490291893,https://twitter.com/JohnMShimkus
davidjtrone,4851790919,https://twitter.com/davidjtrone
andybiggs4az,702601370344402944,https://twitter.com/andybiggs4az
RonEstesKS,722555010588872705,https://twitter.com/RonEstesKS
WarrenDavidson,742735530287304704,https://twitter.com/WarrenDavidson
DebbieforFL,750046943905058816,https://twitter.com/DebbieforFL
RepStephMurphy,796183515998068736,https://twitter.com/RepStephMurphy
RepValDemings,798973032362606600,https://twitter.com/RepValDemings
RepRaskin,806906355214852096,https://twitter.com/RepRaskin
Malinowski,811239440916054016,https://twitter.com/Malinowski
RepBrianMast,814103950404239360,https://twitter.com/RepBrianMast
RepJackBergman,815241612154417152,https://twitter.com/RepJackBergman
RepJayapal,815733290955112448,https://twitter.com/RepJayapal
RepGallagher,815966620300480514,https://twitter.com/RepGallagher
RepDavidKustoff,816012124505931780,https://twitter.com/RepDavidKustoff
RepRooney,816111677917851649,https://twitter.com/RepRooney
RepMcEachin,816181091673448448,https://twitter.com/RepMcEachin
RepRoKhanna,816298918468259841,https://twitter.com/RepRoKhanna
RepAndyBiggsAZ,816652616625168388,https://twitter.com/RepAndyBiggsAZ
RepLizCheney,816719802328715264,https://twitter.com/RepLizCheney
RepLBR,817050219007328258,https://twitter.com/RepLBR
RepTedBudd,817138492614524928,https://twitter.com/RepTedBudd
RepDarrenSoto,818713465653051392,https://twitter.com/RepDarrenSoto
RepDonBacon,818975124460335106,https://twitter.com/RepDonBacon
RepMikeJohnson,827279765287559171,https://twitter.com/RepMikeJohnson
KatieHill4CA,839226269627621376,https://twitter.com/KatieHill4CA
JasonCrowCO6,851477335052140544,https://twitter.com/JasonCrowCO6
Axne4Congress,867495243482058755,https://twitter.com/Axne4Congress
GilCisnerosCA,876894308309147650,https://twitter.com/GilCisnerosCA
TJCoxCongress,882843534750961664,https://twitter.com/TJCoxCongress
golden4congress,900516768032202752,https://twitter.com/golden4congress
RepJohnCurtis,931614483050414080,https://twitter.com/RepJohnCurtis
lucymcbath,947956236804337664,https://twitter.com/lucymcbath
RepConorLamb,984456621417000960,https://twitter.com/RepConorLamb
JahanaHayesCT,991721030631780354,https://twitter.com/JahanaHayesCT
CaptClayHiggins,1011053278304591872,https://twitter.com/CaptClayHiggins
RepTimBurchett,1028854804087492613,https://twitter.com/RepTimBurchett
RepHoulahan,1052896620797460481,https://twitter.com/RepHoulahan
RepShalala,1060584809095925762,https://twitter.com/RepShalala
RepMGS,1067541214671577093,https://twitter.com/RepMGS
repkevinhern,1067818539179024386,https://twitter.com/repkevinhern
RepMikeLevin,1072134139560620033,https://twitter.com/RepMikeLevin
RepDustyJohnson,1074782372594413569,https://twitter.com/RepDustyJohnson
RepHarley,1075080722241736704,https://twitter.com/RepHarley
RepEscobar,1075517806551154689,https://twitter.com/RepEscobar
RepFletcher,1075904377221722113,https://twitter.com/RepFletcher
RepColinAllred,1078355119920562176,https://twitter.com/RepColinAllred
RepRussFulcher,1078741899572240384,https://twitter.com/RepRussFulcher
RepSpanberger,1078771401497161728,https://twitter.com/RepSpanberger
RepSusieLee,1079061579973439488,https://twitter.com/RepSusieLee
RepJasonCrow,1080191866509901826,https://twitter.com/RepJasonCrow
RepAngieCraig,1080222360643485698,https://twitter.com/RepAngieCraig
RepBrianHiggins,33576489,https://twitter.com/RepBrianHiggins
BuckForColorado,34959770,https://twitter.com/BuckForColorado
repdonyoung,37007274,https://twitter.com/repdonyoung
DorisMatsui,38254095,https://twitter.com/DorisMatsui
CharlieCrist,38970940,https://twitter.com/CharlieCrist
RepJerryNadler,40302336,https://twitter.com/RepJerryNadler
aguilarpete,41533245,https://twitter.com/aguilarpete
JuliaBrownley,44251742,https://twitter.com/JuliaBrownley
RubenGallego,49217025,https://twitter.com/RubenGallego
RepJohnLarson,50452197,https://twitter.com/RepJohnLarson
DrPhilRoe,52503751,https://twitter.com/DrPhilRoe
mattgaetz,58579942,https://twitter.com/mattgaetz
TedDeutch,65541270,https://twitter.com/TedDeutch
BillPascrell,74508260,https://twitter.com/BillPascrell
GerryConnolly,78445977,https://twitter.com/GerryConnolly
BennieGThompson,82453460,https://twitter.com/BennieGThompson
RepJoeCourtney,85396297,https://twitter.com/RepJoeCourtney
RepGaramendi,88806753,https://twitter.com/RepGaramendi
ReElectHank,97583689,https://twitter.com/ReElectHank
womack4congress,112651673,https://twitter.com/womack4congress
KarenBassTweets,113494390,https://twitter.com/KarenBassTweets
collinpeterson,115676070,https://twitter.com/collinpeterson
repdinatitus,122174004,https://twitter.com/repdinatitus
RepFredUpton,124224165,https://twitter.com/RepFredUpton
standwithraul,135623073,https://twitter.com/standwithraul
RepTedDeutch,137794015,https://twitter.com/RepTedDeutch
rosadelauro,140519774,https://twitter.com/rosadelauro
RepLloydDoggett,153944899,https://twitter.com/RepLloydDoggett
Rep_Watkins,1080307235350241280,https://twitter.com/Rep_Watkins
JodyHice,130003817,https://twitter.com/JodyHice
RepMarkGreen,1080477288955826176,https://twitter.com/RepMarkGreen
RepRiggleman,1080504024695222273,https://twitter.com/RepRiggleman
RepDavids,1080516116395499522,https://twitter.com/RepDavids
RepSherrill,1080569698536878081,https://twitter.com/RepSherrill
RepMeuser,1080574793630527505,https://twitter.com/RepMeuser
RepSylviaGarcia,1080587263132733442,https://twitter.com/RepSylviaGarcia
RepRonWright,1080854935535800320,https://twitter.com/RepRonWright
RepTjCox,1080875913926139910,https://twitter.com/RepTjCox
RepGolden,1080891667308298240,https://twitter.com/RepGolden
RepDMP,1080941062028447744,https://twitter.com/RepDMP
RepGilCisneros,1080986167003230208,https://twitter.com/RepGilCisneros
RepKatiePorter,1081222837459996672,https://twitter.com/RepKatiePorter
RepKirkpatrick,1081240074946252801,https://twitter.com/RepKirkpatrick
RepMichaelGuest,1081243468327018496,https://twitter.com/RepMichaelGuest
RepJohnRose,1081312310059253763,https://twitter.com/RepJohnRose
RepJahanaHayes,1082086081238102018,https://twitter.com/RepJahanaHayes
RepGregPence,1082369392229400576,https://twitter.com/RepGregPence
RepMichaelWaltz,1082416697380913152,https://twitter.com/RepMichaelWaltz
RepChipRoy,1082790600292925440,https://twitter.com/RepChipRoy
RepGregSteube,1083125649609506816,https://twitter.com/RepGregSteube
RepJimBaird,1086316494450032640,https://twitter.com/RepJimBaird
MadeleineDean,935717078966964228,https://twitter.com/MadeleineDean
anthonygonzalez,900025544032624640,https://twitter.com/anthonygonzalez
auctnr1,21572351,https://twitter.com/auctnr1
AndyKimNJ,24215154,https://twitter.com/AndyKimNJ
AnnLWagner,219010139,https://twitter.com/AnnLWagner
BenMcAdams,48255275,https://twitter.com/BenMcAdams
BobbyScott4VA3,319829219,https://twitter.com/BobbyScott4VA3
BrendaLLawrence,54300515,https://twitter.com/BrendaLLawrence
buddforcongress,720353279176081408,https://twitter.com/buddforcongress
dankildee,18674498,https://twitter.com/dankildee
davidcicilline,23593446,https://twitter.com/davidcicilline
dinatitus,17907578,https://twitter.com/dinatitus
electadamsmith,50789200,https://twitter.com/electadamsmith
foxxforcongress,61608485,https://twitter.com/foxxforcongress
ChrisPappasNH,574799823,https://twitter.com/ChrisPappasNH
Cline4Virginia,40264497,https://twitter.com/Cline4Virginia
ColinAllredTX,346964561,https://twitter.com/ColinAllredTX
CongBoyle,4304448314,https://twitter.com/CongBoyle
ConorLambPA,855240223432769538,https://twitter.com/ConorLambPA
CurtisUT,26057209,https://twitter.com/CurtisUT
DaveForIowa,583486767,https://twitter.com/DaveForIowa
DavidRouzer,127941167,https://twitter.com/DavidRouzer
Denver4VA,818507671284416513,https://twitter.com/Denver4VA
DonBeyerVA,2319503065,https://twitter.com/DonBeyerVA
DrKimSchrier,862393019173003264,https://twitter.com/DrKimSchrier
DunnCampaign,3433189197,https://twitter.com/DunnCampaign
DwightEvansPA,4069841354,https://twitter.com/DwightEvansPA
EliseStefanik,109579534,https://twitter.com/EliseStefanik
EspaillatNY,182217410,https://twitter.com/EspaillatNY
GeorgeHolding,334245076,https://twitter.com/GeorgeHolding
Grace4NY,571214272,https://twitter.com/Grace4NY
GrothmanforWI,2432952828,https://twitter.com/GrothmanforWI
GuestCongress,953749679166156800,https://twitter.com/GuestCongress
HaleyLive,391445643,https://twitter.com/HaleyLive
HoulahanForPa,847098017274613761,https://twitter.com/HoulahanForPa
JackBergman_MI1,751799352755052544,https://twitter.com/JackBergman_MI1
JasonSmithMO,26653478,https://twitter.com/JasonSmithMO
JerryNadler,408816873,https://twitter.com/JerryNadler
JodeyArrington,3609064098,https://twitter.com/JodeyArrington
JohnJoyceForPA,969328139485802496,https://twitter.com/JohnJoyceForPA
JohnsonLeads,81207735,https://twitter.com/JohnsonLeads
petekingcpg,1630397408,https://twitter.com/petekingcpg
krhern,19168067,https://twitter.com/krhern
latta4congress,93575832,https://twitter.com/latta4congress
mlfudge,18829123,https://twitter.com/mlfudge
spmaloney,26283468,https://twitter.com/spmaloney
KathleenRice,82423741,https://twitter.com/KathleenRice
KellyforMS01,3090076743,https://twitter.com/KellyforMS01
LangevinForRI,155654527,https://twitter.com/LangevinForRI
Liz_Cheney,98471035,https://twitter.com/Liz_Cheney
LloydDoggettTX,170111219,https://twitter.com/LloydDoggettTX
LouieGohmertTX1,4827594804,https://twitter.com/LouieGohmertTX1
MacThornberry,1137590713,https://twitter.com/MacThornberry
Marcy_Kaptur,480872337,https://twitter.com/Marcy_Kaptur
MarkPocan,309070309,https://twitter.com/MarkPocan
MarkwayneMullin,366304362,https://twitter.com/MarkwayneMullin
MaxRose4NY,892491627088011264,https://twitter.com/MaxRose4NY
Meuser4Congress,903354645623566340,https://twitter.com/Meuser4Congress
Mike_CA05,3612420317,https://twitter.com/Mike_CA05
MikeKellyforPA,113763245,https://twitter.com/MikeKellyforPA
MikeTurnerOH,380498919,https://twitter.com/MikeTurnerOH
MorganGriffith,130714799,https://twitter.com/MorganGriffith
PascrellforNJ,515736574,https://twitter.com/PascrellforNJ
PeteStauber,883069589722198018,https://twitter.com/PeteStauber
RajaForCongress,62649021,https://twitter.com/RajaForCongress
RashidaTlaib,435331179,https://twitter.com/RashidaTlaib
ReElectCohen,34884583,https://twitter.com/ReElectCohen
ReElectWittman,46184745,https://twitter.com/ReElectWittman
RepAOC,1079104563280527364,https://twitter.com/RepAOC
RepHagedorn,1083474782602125318,https://twitter.com/RepHagedorn
RepLeeZeldin,2750127259,https://twitter.com/RepLeeZeldin
RepMalinowski,1080898026418384897,https://twitter.com/RepMalinowski
RepRossSpano,1090328229548826627,https://twitter.com/RepRossSpano
RichHudson,16874915,https://twitter.com/RichHudson
Rosa_DeLauro,893496121,https://twitter.com/Rosa_DeLauro
stevestivers,59536644,https://twitter.com/stevestivers
teammoulton,3091316093,https://twitter.com/teammoulton
timburchett,353890966,https://twitter.com/timburchett
tndesjarlais,27775884,https://twitter.com/tndesjarlais
tomemmer,72431423,https://twitter.com/tomemmer
vgescobar,38960144,https://twitter.com/vgescobar
votegregwalden,180564322,https://twitter.com/votegregwalden
voteloucorrea,746481056145018880,https://twitter.com/voteloucorrea
votemorelle,977247448820305920,https://twitter.com/votemorelle
wildforcongress,533324996,https://twitter.com/wildforcongress
StevenHorsford,246478393,https://twitter.com/StevenHorsford
StevenPalazzo,116616867,https://twitter.com/StevenPalazzo
StewartforUtah,395419988,https://twitter.com/StewartforUtah
SusieLeeNV,602919981,https://twitter.com/SusieLeeNV
SuzanDelBene,41225640,https://twitter.com/SuzanDelBene
TeamCalvert,138553197,https://twitter.com/TeamCalvert
TeamCMR,130733698,https://twitter.com/TeamCMR
TeamMeadows,368948092,https://twitter.com/TeamMeadows
TeamPelosi,2461810448,https://twitter.com/TeamPelosi
TeamVisclosky,3282677347,https://twitter.com/TeamVisclosky
TimRyan,466532637,https://twitter.com/TimRyan
TimWalberg,146099856,https://twitter.com/TimWalberg
Tom_Suozzi,18907639,https://twitter.com/Tom_Suozzi
TomReedCongress,63073834,https://twitter.com/TomReedCongress
UptonForAllOfUs,153507902,https://twitter.com/UptonForAllOfUs
VanTaylorTX,21826591,https://twitter.com/VanTaylorTX
VickyH4Congress,752590435537739776,https://twitter.com/VickyH4Congress
Vote4Cleaver,801478506,https://twitter.com/Vote4Cleaver
Vote_Davidson,4624539143,https://twitter.com/Vote_Davidson
VoteYvette,550131748,https://twitter.com/VoteYvette
WeberforTexas,373586796,https://twitter.com/WeberforTexas
WelchForVT,499109830,https://twitter.com/WelchForVT
WillHurd,74313566,https://twitter.com/WillHurd
XochforCongress,427872569,https://twitter.com/XochforCongress
hakeem_jeffries,479017220,https://twitter.com/hakeem_jeffries
RepGregMurphy,1173978070535024642,https://twitter.com/RepGregMurphy
CollinsforGA,343358379,https://twitter.com/CollinsforGA
RepDanBishop,1176522535531360257,https://twitter.com/RepDanBishop
MikeLevin,14573926,https://twitter.com/MikeLevin
RepRaulRuizMD,1089859058,https://twitter.com/RepRaulRuizMD
